Treatment,CouponID,ProbeDepth,PercentageAtDepth
SulfideOnly,17,30.2512,0
Methane,18,0,0
Methane,18,3.18155,0.0144291
Methane,18,6.36311,0.0212383
Methane,18,9.54466,0.0309658
Methane,18,12.7262,0.0421524
Methane,18,15.9078,0.0671196
Methane,18,19.0893,0.109921
Methane,18,22.2709,0.204277
Methane,18,25.4524,0.404988
Methane,18,28.634,0.994635
Methane,18,31.8155,2.75369
Methane,18,34.9971,7.7948
Methane,18,38.1787,16.454
Methane,18,41.3602,24.0045
Methane,18,44.5418,21.4835
Methane,18,47.7233,13.2253
Methane,18,50.9049,6.09865
Methane,18,54.0864,2.77882
Methane,18,57.268,1.41567
Methane,18,60.4495,0.811759
Methane,18,63.6311,0.492373
Methane,18,66.8126,0.291014
Methane,18,69.9942,0.17704
Methane,18,73.1758,0.115595
Methane,18,76.3573,0.0661469
Methane,18,79.5389,0.0455571
Methane,18,82.7204,0.0301552
Methane,18,85.902,0.0197792
Methane,18,89.0835,0.0137806
Methane,18,92.2651,0.00729561
Methane,18,95.4466,0.00810624
Methane,18,98.6282,0.00470162
Methane,18,101.81,0.00291825
Methane,18,104.991,0.00421524
Methane,18,108.173,0.00324249
Methane,18,111.354,0.00210762
Methane,18,114.536,0.00178337
Methane,18,117.718,0.00113487
Methane,18,120.899,0.000486374
Methane,18,124.081,0.000810624
Methane,18,127.262,0.00113487
Methane,19,0,0
Methane,19,1.58582,3.21053
Methane,19,3.17164,9.41455
Methane,19,4.75746,11.4748
Methane,19,6.34328,13.1325
Methane,19,7.9291,14.0664
Methane,19,9.51492,13.5849
Methane,19,11.1007,10.6123
Methane,19,12.6866,7.71191
Methane,19,14.2724,5.49643
Methane,19,15.8582,4.24177
Methane,19,17.444,3.23026
Methane,19,19.0298,2.14467
Methane,19,20.6157,1.19692
Methane,19,22.2015,0.309118
Methane,19,23.7873,0.0960956
Methane,19,25.3731,0.0234294
Methane,19,26.959,0.0167353
Methane,19,28.5448,0.0100852
Methane,19,30.1306,0.0077951
Methane,19,31.7164,0.00462421
Methane,19,33.3022,0.00422785
Methane,19,34.8881,0.00317089
Methane,19,36.4739,0.00167353
Methane,19,38.0597,0.000484442
Methane,19,39.6455,0.00105696
Methane,19,41.2313,0.00114504
Methane,19,42.8172,0.000880803
Methane,19,44.403,0.000308281
Methane,19,45.9888,0.00013212
Methane,19,47.5746,8.81E-05
Methane,19,49.1604,0
Methane,19,50.7463,8.81E-05
Methane,19,52.3321,8.81E-05
Methane,19,53.9179,0.000220201
Methane,19,55.5037,0.000176161
Methane,19,57.0895,0.00013212
Methane,19,58.6754,8.81E-05
Methane,19,60.2612,0.000176161
Methane,19,61.847,4.40E-05
Methane,19,63.4328,0
Methane,20,0,0
Methane,20,0.419898,2.13369
Methane,20,0.839795,6.18797
Methane,20,1.25969,6.74415
Methane,20,1.67959,6.58193
Methane,20,2.09949,6.14069
Methane,20,2.51939,5.72176
Methane,20,2.93928,5.13638
Methane,20,3.35918,4.68341
Methane,20,3.77908,4.31977
Methane,20,4.19898,4.05649
Methane,20,4.61887,3.84459
Methane,20,5.03877,3.54005
Methane,20,5.45867,3.33827
Methane,20,5.87857,3.1025
Methane,20,6.29846,2.86488
Methane,20,6.71836,2.71388
Methane,20,7.13826,2.49163
Methane,20,7.55816,2.28778
Methane,20,7.97806,2.1439
Methane,20,8.39795,2.13093
Methane,20,8.81785,1.99373
Methane,20,9.23775,1.92542
Methane,20,9.65765,1.82584
Methane,20,10.0775,1.72001
Methane,20,10.4974,1.66955
Methane,20,10.9173,1.56831
Methane,20,11.3372,1.42922
Methane,20,11.7571,1.2549
Methane,20,12.177,1.11388
Methane,20,12.5969,0.994701
Methane,20,13.0168,0.870513
Methane,20,13.4367,0.71353
Methane,20,13.8566,0.572507
Methane,20,14.2765,0.464372
Methane,20,14.6964,0.399472
Methane,20,15.1163,0.352694
Methane,20,15.5362,0.305181
Methane,20,15.9561,0.254816
Methane,20,16.376,0.216133
Methane,20,16.7959,0.186604
Methane,21,0,0
Methane,21,3.47682,0.0136081
Methane,21,6.95364,0.0293223
Methane,21,10.4305,0.0738727
Methane,21,13.9073,0.235712
Methane,21,17.3841,0.801908
Methane,21,20.8609,2.97613
Methane,21,24.3377,9.51694
Methane,21,27.8146,20.3051
Methane,21,31.2914,26.2574
Methane,21,34.7682,20.3135
Methane,21,38.245,11.3941
Methane,21,41.7219,4.74341
Methane,21,45.1987,1.91988
Methane,21,48.6755,0.797534
Methane,21,52.1523,0.350733
Methane,21,55.6291,0.138997
Methane,21,59.106,0.0583206
Methane,21,62.5828,0.0244622
Methane,21,66.0596,0.0168482
Methane,21,69.5364,0.00826208
Methane,21,73.0132,0.00388804
Methane,21,76.4901,0.00307803
Methane,21,79.9669,0.000810008
Methane,21,83.4437,0.000648006
Methane,21,86.9205,0.000162002
Methane,21,90.3974,0.000810008
Methane,21,93.8742,0
Methane,21,97.351,0.000162002
Methane,21,100.828,0
Methane,21,104.305,0
Methane,21,107.781,0
Methane,21,111.258,0
Methane,21,114.735,0
Methane,21,118.212,0
Methane,21,121.689,0
Methane,21,125.166,0
Methane,21,128.642,0
Methane,21,132.119,0
Methane,21,135.596,0
Methane,21,139.073,0
Methane,22,0,0
Methane,22,1.16051,0.160226
Methane,22,2.32102,2.46432
Methane,22,3.48153,5.70575
Methane,22,4.64204,15.8906
Methane,22,5.80255,25.4697
Methane,22,6.96306,15.2557
Methane,22,8.12356,8.78057
Methane,22,9.28407,6.85284
Methane,22,10.4446,5.17474
Methane,22,11.6051,3.99844
Methane,22,12.7656,2.79082
Methane,22,13.9261,1.91012
Methane,22,15.0866,1.38672
Methane,22,16.2471,1.07958
Methane,22,17.4076,0.84029
Methane,22,18.5681,0.52962
Methane,22,19.7287,0.310085
Methane,22,20.8892,0.224105
Methane,22,22.0497,0.190438
Methane,22,23.2102,0.157913
Methane,22,24.3707,0.137456
Methane,22,25.5312,0.118142
Methane,22,26.6917,0.0986052
Methane,22,27.8522,0.0817994
Methane,22,29.0127,0.0714316
Methane,22,30.1732,0.0601163
Methane,22,31.3337,0.045986
Methane,22,32.4943,0.0387397
Methane,22,33.6548,0.0320509
Methane,22,34.8153,0.0253899
Methane,22,35.9758,0.0245259
Methane,22,37.1363,0.0198994
Methane,22,38.2968,0.0162484
Methane,22,39.4573,0.0149106
Methane,22,40.6178,0.0102841
Methane,22,41.7783,0.00897424
Methane,22,42.9388,0.00819387
Methane,22,44.0994,0.00738564
Methane,22,45.2599,0.00490518
Methane,22,46.4204,0.0022575
Methane,23,0,0
Methane,23,0.807055,0.00123137
Methane,23,1.61411,0.00366407
Methane,23,2.42117,0.336404
Methane,23,3.22822,3.81298
Methane,23,4.03528,8.65519
Methane,23,4.84233,12.5891
Methane,23,5.64939,16.6126
Methane,23,6.45644,16.0723
Methane,23,7.2635,13.6927
Methane,23,8.07055,12.5337
Methane,23,8.87761,8.51575
Methane,23,9.68467,3.81487
Methane,23,10.4917,1.57378
Methane,23,11.2988,0.698035
Methane,23,12.1058,0.429867
Methane,23,12.9129,0.284716
Methane,23,13.7199,0.172752
Methane,23,14.527,0.0929532
Methane,23,15.3341,0.0492247
Methane,23,16.1411,0.0257686
Methane,23,16.9482,0.0138754
Methane,23,17.7552,0.00753837
Methane,23,18.5623,0.00429477
Methane,23,19.3693,0.00237264
Methane,23,20.1764,0.0014416
Methane,23,20.9834,0.000961067
Methane,23,21.7905,0.000780867
Methane,23,22.5976,0.000330367
Methane,23,23.4046,0.000300334
Methane,23,24.2117,0.000150167
Methane,23,25.0187,0.0001802
Methane,23,25.8258,0
Methane,23,26.6328,0
Methane,23,27.4399,9.01E-05
Methane,23,28.2469,0
Methane,23,29.054,0
Methane,23,29.8611,0
Methane,23,30.6681,0
Methane,23,31.4752,0
Methane,23,32.2822,0
Methane,24,0,0
Methane,24,0.62597,0.0122205
Methane,24,1.25194,0.112902
Methane,24,1.87791,0.585543
Methane,24,2.50388,1.71751
Methane,24,3.12985,3.35046
Methane,24,3.75582,5.27994
Methane,24,4.38179,7.42462
Methane,24,5.00776,9.78817
Methane,24,5.63373,12.3727
Methane,24,6.2597,13.4472
Methane,24,6.88567,12.4455
Methane,24,7.51164,10.327
Methane,24,8.13761,7.53391
Methane,24,8.76358,4.72161
Methane,24,9.38955,2.95533
Methane,24,10.0155,2.02704
Methane,24,10.6415,1.46935
Methane,24,11.2675,1.03403
Methane,24,11.8934,0.691396
Methane,24,12.5194,0.474085
Methane,24,13.1454,0.351101
Methane,24,13.7713,0.2811
Methane,24,14.3973,0.241463
Methane,24,15.0233,0.208904
Methane,24,15.6492,0.186947
Methane,24,16.2752,0.167793
Methane,24,16.9012,0.140868
Methane,24,17.5272,0.119431
Methane,24,18.1531,0.105044
Methane,24,18.7791,0.0875368
Methane,24,19.4051,0.0779164
Methane,24,20.031,0.0656093
Methane,24,20.657,0.0563644
Methane,24,21.283,0.0444618
Methane,24,21.9089,0.0341191
Methane,24,22.5349,0.0247588
Methane,24,23.1609,0.0166407
Methane,24,23.7869,0.0106026
Methane,24,24.4128,0.00560467
Methane,24,25.0388,0.00309123
AcetateOnly,25,0,0
AcetateOnly,25,1.0264,0.00118936
AcetateOnly,25,2.05281,0.00221654
AcetateOnly,25,3.07921,0.00464932
AcetateOnly,25,4.10562,0.0358971
AcetateOnly,25,5.13202,0.405923
AcetateOnly,25,6.15843,2.18002
AcetateOnly,25,7.18483,6.60739
AcetateOnly,25,8.21124,12.1071
AcetateOnly,25,9.23764,13.0856
AcetateOnly,25,10.264,11.364
AcetateOnly,25,11.2905,9.76498
AcetateOnly,25,12.3169,8.73596
AcetateOnly,25,13.3433,6.97068
AcetateOnly,25,14.3697,5.2862
AcetateOnly,25,15.3961,4.52017
AcetateOnly,25,16.4225,3.91405
AcetateOnly,25,17.4489,3.36454
AcetateOnly,25,18.4753,2.90499
AcetateOnly,25,19.5017,2.51993
AcetateOnly,25,20.5281,1.98053
AcetateOnly,25,21.5545,1.46827
AcetateOnly,25,22.5809,1.06942
AcetateOnly,25,23.6073,0.769381
AcetateOnly,25,24.6337,0.497666
AcetateOnly,25,25.6601,0.260848
AcetateOnly,25,26.6865,0.0922025
AcetateOnly,25,27.7129,0.040195
AcetateOnly,25,28.7393,0.0206516
AcetateOnly,25,29.7657,0.0105421
AcetateOnly,25,30.7921,0.00556837
AcetateOnly,25,31.8185,0.00245981
AcetateOnly,25,32.845,0.00127045
AcetateOnly,25,33.8714,0.00135155
AcetateOnly,25,34.8978,0.00086499
AcetateOnly,25,35.9242,0.000648742
AcetateOnly,25,36.9506,0.000621711
AcetateOnly,25,37.977,0.00086499
AcetateOnly,25,39.0034,0.000540619
AcetateOnly,25,40.0298,0.000324371
AcetateOnly,25,41.0562,0.000270309
AcetateOnly,26,0,0
AcetateOnly,26,0.490361,0.645715
AcetateOnly,26,0.980722,2.28784
AcetateOnly,26,1.47108,5.34021
AcetateOnly,26,1.96144,9.85418
AcetateOnly,26,2.45181,13.3352
AcetateOnly,26,2.94217,12.3529
AcetateOnly,26,3.43253,9.82257
AcetateOnly,26,3.92289,7.66513
AcetateOnly,26,4.41325,6.0563
AcetateOnly,26,4.90361,4.94061
AcetateOnly,26,5.39397,4.26158
AcetateOnly,26,5.88433,3.6646
AcetateOnly,26,6.37469,3.17109
AcetateOnly,26,6.86505,2.69706
AcetateOnly,26,7.35542,2.34153
AcetateOnly,26,7.84578,1.9657
AcetateOnly,26,8.33614,1.58696
AcetateOnly,26,8.8265,1.24612
AcetateOnly,26,9.31686,1.02242
AcetateOnly,26,9.80722,0.837966
AcetateOnly,26,10.2976,0.706639
AcetateOnly,26,10.7879,0.599179
AcetateOnly,26,11.2783,0.512312
AcetateOnly,26,11.7687,0.429035
AcetateOnly,26,12.259,0.357265
AcetateOnly,26,12.7494,0.292554
AcetateOnly,26,13.2397,0.256986
AcetateOnly,26,13.7301,0.229236
AcetateOnly,26,14.2205,0.205345
AcetateOnly,26,14.7108,0.187781
AcetateOnly,26,15.2012,0.173124
AcetateOnly,26,15.6916,0.161325
AcetateOnly,26,16.1819,0.145935
AcetateOnly,26,16.6723,0.13355
AcetateOnly,26,17.1626,0.115717
AcetateOnly,26,17.653,0.103723
AcetateOnly,26,18.1434,0.0915331
AcetateOnly,26,18.6337,0.0815175
AcetateOnly,26,19.1241,0.0682284
AcetateOnly,26,19.6144,0.0521301
AcetateOnly,27,0,0
AcetateOnly,27,0.676401,0.00292471
AcetateOnly,27,1.3528,0.0873337
AcetateOnly,27,2.0292,0.799117
AcetateOnly,27,2.70561,3.13546
AcetateOnly,27,3.38201,7.46201
AcetateOnly,27,4.05841,11.4976
AcetateOnly,27,4.73481,11.012
AcetateOnly,27,5.41121,10.2968
AcetateOnly,27,6.08761,9.38381
AcetateOnly,27,6.76401,8.23246
AcetateOnly,27,7.44042,6.98226
AcetateOnly,27,8.11682,5.79102
AcetateOnly,27,8.79322,4.69365
AcetateOnly,27,9.46962,4.01085
AcetateOnly,27,10.146,3.45046
AcetateOnly,27,10.8224,2.80206
AcetateOnly,27,11.4988,2.0472
AcetateOnly,27,12.1752,1.5034
AcetateOnly,27,12.8516,1.13215
AcetateOnly,27,13.528,0.864587
AcetateOnly,27,14.2044,0.672659
AcetateOnly,27,14.8808,0.548862
AcetateOnly,27,15.5572,0.470399
AcetateOnly,27,16.2336,0.402555
AcetateOnly,27,16.91,0.350582
AcetateOnly,27,17.5864,0.311889
AcetateOnly,27,18.2628,0.277536
AcetateOnly,27,18.9392,0.244309
AcetateOnly,27,19.6156,0.222661
AcetateOnly,27,20.292,0.19399
AcetateOnly,27,20.9684,0.177352
AcetateOnly,27,21.6448,0.15791
AcetateOnly,27,22.3212,0.138636
AcetateOnly,27,22.9976,0.127872
AcetateOnly,27,23.674,0.117516
AcetateOnly,27,24.3505,0.102652
AcetateOnly,27,25.0269,0.0902824
AcetateOnly,27,25.7033,0.0787754
AcetateOnly,27,26.3797,0.0673402
AcetateOnly,27,27.0561,0.0581346
AcetateOnly,28,0,0
AcetateOnly,28,0.413303,0.0587925
AcetateOnly,28,0.826607,0.113814
AcetateOnly,28,1.23991,0.190457
AcetateOnly,28,1.65321,0.383437
AcetateOnly,28,2.06652,1.10273
AcetateOnly,28,2.47982,2.85045
AcetateOnly,28,2.89312,5.96324
AcetateOnly,28,3.30643,10.2775
AcetateOnly,28,3.71973,14.2065
AcetateOnly,28,4.13303,15.9277
AcetateOnly,28,4.54634,15.0672
AcetateOnly,28,4.95964,12.1871
AcetateOnly,28,5.37295,8.53523
AcetateOnly,28,5.78625,4.66183
AcetateOnly,28,6.19955,2.20664
AcetateOnly,28,6.61286,1.24601
AcetateOnly,28,7.02616,0.863401
AcetateOnly,28,7.43946,0.645788
AcetateOnly,28,7.85277,0.499847
AcetateOnly,28,8.26607,0.427538
AcetateOnly,28,8.67937,0.383682
AcetateOnly,28,9.09268,0.36686
AcetateOnly,28,9.50598,0.333974
AcetateOnly,28,9.91928,0.290339
AcetateOnly,28,10.3326,0.239235
AcetateOnly,28,10.7459,0.185536
AcetateOnly,28,11.1592,0.139452
AcetateOnly,28,11.5725,0.111512
AcetateOnly,28,11.9858,0.0914578
AcetateOnly,28,12.3991,0.0752231
AcetateOnly,28,12.8124,0.0598455
AcetateOnly,28,13.2257,0.0511527
AcetateOnly,28,13.639,0.0470634
AcetateOnly,28,14.0523,0.0417498
AcetateOnly,28,14.4656,0.0366321
AcetateOnly,28,14.8789,0.0320286
AcetateOnly,28,15.2922,0.0286005
AcetateOnly,28,15.7055,0.0261273
AcetateOnly,28,16.1188,0.0231644
AcetateOnly,28,16.5321,0.0204709
AcetateOnly,29,0,0
AcetateOnly,29,0.695432,0.0810792
AcetateOnly,29,1.39086,0.181381
AcetateOnly,29,2.0863,0.643344
AcetateOnly,29,2.78173,2.62328
AcetateOnly,29,3.47716,7.86686
AcetateOnly,29,4.17259,17.0873
AcetateOnly,29,4.86803,24.8435
AcetateOnly,29,5.56346,19.6612
AcetateOnly,29,6.25889,9.37857
AcetateOnly,29,6.95432,4.39738
AcetateOnly,29,7.64976,2.68311
AcetateOnly,29,8.34519,1.99679
AcetateOnly,29,9.04062,1.58848
AcetateOnly,29,9.73605,1.32141
AcetateOnly,29,10.4315,1.19422
AcetateOnly,29,11.1269,1.04301
AcetateOnly,29,11.8224,0.897111
AcetateOnly,29,12.5178,0.748886
AcetateOnly,29,13.2132,0.557269
AcetateOnly,29,13.9086,0.343246
AcetateOnly,29,14.6041,0.158461
AcetateOnly,29,15.2995,0.0801731
AcetateOnly,29,15.9949,0.056273
AcetateOnly,29,16.6904,0.0504204
AcetateOnly,29,17.3858,0.0484859
AcetateOnly,29,18.0812,0.0427557
AcetateOnly,29,18.7767,0.0402335
AcetateOnly,29,19.4721,0.0405273
AcetateOnly,29,20.1675,0.0387397
AcetateOnly,29,20.863,0.0365358
AcetateOnly,29,21.5584,0.0348217
AcetateOnly,29,22.2538,0.0322749
AcetateOnly,29,22.9493,0.0302914
AcetateOnly,29,23.6447,0.0286018
AcetateOnly,29,24.3401,0.0271325
AcetateOnly,29,25.0356,0.0256387
AcetateOnly,29,25.731,0.0239736
AcetateOnly,29,26.4264,0.0236797
AcetateOnly,29,27.1219,0.0219166
AcetateOnly,29,27.8173,0.0212065
AcetateOnly,30,0,0
AcetateOnly,30,0.280711,0.109476
AcetateOnly,30,0.561421,0.181261
AcetateOnly,30,0.842132,0.325648
AcetateOnly,30,1.12284,0.55865
AcetateOnly,30,1.40355,1.07211
AcetateOnly,30,1.68426,1.96753
AcetateOnly,30,1.96497,3.38618
AcetateOnly,30,2.24568,5.39063
AcetateOnly,30,2.52639,7.35235
AcetateOnly,30,2.80711,9.57065
AcetateOnly,30,3.08782,11.7225
AcetateOnly,30,3.36853,12.1711
AcetateOnly,30,3.64924,11.5814
AcetateOnly,30,3.92995,9.27048
AcetateOnly,30,4.21066,6.79604
AcetateOnly,30,4.49137,4.66954
AcetateOnly,30,4.77208,2.96694
AcetateOnly,30,5.05279,2.01014
AcetateOnly,30,5.3335,1.47551
AcetateOnly,30,5.61421,1.13293
AcetateOnly,30,5.89492,0.949045
AcetateOnly,30,6.17563,0.77421
AcetateOnly,30,6.45634,0.644946
AcetateOnly,30,6.73705,0.548144
AcetateOnly,30,7.01776,0.43979
AcetateOnly,30,7.29847,0.361732
AcetateOnly,30,7.57918,0.30999
AcetateOnly,30,7.85989,0.259269
AcetateOnly,30,8.14061,0.237414
AcetateOnly,30,8.42132,0.206966
AcetateOnly,30,8.70203,0.196715
AcetateOnly,30,8.98274,0.189319
AcetateOnly,30,9.26345,0.17254
AcetateOnly,30,9.54416,0.158973
AcetateOnly,30,9.82487,0.156219
AcetateOnly,30,10.1056,0.146503
AcetateOnly,30,10.3863,0.146121
AcetateOnly,30,10.667,0.144106
AcetateOnly,30,10.9477,0.142653
AcetateOnly,30,11.2284,0.102157
SulfideAcetate,31,0,0
SulfideAcetate,31,0.547893,0.00172884
SulfideAcetate,31,1.09579,0.0213046
SulfideAcetate,31,1.64368,0.51296
SulfideAcetate,31,2.19157,4.4691
SulfideAcetate,31,2.73946,12.3824
SulfideAcetate,31,3.28736,14.6946
SulfideAcetate,31,3.83525,12.1288
SulfideAcetate,31,4.38314,9.02701
SulfideAcetate,31,4.93103,7.47646
SulfideAcetate,31,5.47893,6.23129
SulfideAcetate,31,6.02682,5.2516
SulfideAcetate,31,6.57471,4.24749
SulfideAcetate,31,7.1226,3.64147
SulfideAcetate,31,7.6705,3.13337
SulfideAcetate,31,8.21839,2.65571
SulfideAcetate,31,8.76628,2.19935
SulfideAcetate,31,9.31417,1.87943
SulfideAcetate,31,9.86207,1.57375
SulfideAcetate,31,10.41,1.31429
SulfideAcetate,31,10.9579,1.06574
SulfideAcetate,31,11.5057,0.865749
SulfideAcetate,31,12.0536,0.708478
SulfideAcetate,31,12.6015,0.589002
SulfideAcetate,31,13.1494,0.505752
SulfideAcetate,31,13.6973,0.453887
SulfideAcetate,31,14.2452,0.409948
SulfideAcetate,31,14.7931,0.373323
SulfideAcetate,31,15.341,0.329543
SulfideAcetate,31,15.8889,0.292174
SulfideAcetate,31,16.4368,0.246985
SulfideAcetate,31,16.9847,0.217116
SulfideAcetate,31,17.5326,0.18472
SulfideAcetate,31,18.0805,0.16807
SulfideAcetate,31,18.6283,0.144691
SulfideAcetate,31,19.1762,0.130727
SulfideAcetate,31,19.7241,0.122162
SulfideAcetate,31,20.272,0.110247
SulfideAcetate,31,20.8199,0.0965756
SulfideAcetate,31,21.3678,0.0809894
SulfideAcetate,31,21.9157,0.0603498
SulfideAcetate,32,0,0
SulfideAcetate,32,0.710692,0.0348352
SulfideAcetate,32,1.42138,0.446451
SulfideAcetate,32,2.13208,3.46733
SulfideAcetate,32,2.84277,8.84272
SulfideAcetate,32,3.55346,11.1236
SulfideAcetate,32,4.26415,11.0703
SulfideAcetate,32,4.97484,9.60155
SulfideAcetate,32,5.68553,7.99739
SulfideAcetate,32,6.39623,6.49496
SulfideAcetate,32,7.10692,5.18759
SulfideAcetate,32,7.81761,4.20398
SulfideAcetate,32,8.5283,3.55177
SulfideAcetate,32,9.23899,3.06378
SulfideAcetate,32,9.94969,2.75282
SulfideAcetate,32,10.6604,2.51429
SulfideAcetate,32,11.3711,2.29791
SulfideAcetate,32,12.0818,2.0083
SulfideAcetate,32,12.7925,1.78134
SulfideAcetate,32,13.5031,1.61377
SulfideAcetate,32,14.2138,1.47239
SulfideAcetate,32,14.9245,1.31683
SulfideAcetate,32,15.6352,1.21816
SulfideAcetate,32,16.3459,1.09384
SulfideAcetate,32,17.0566,0.990009
SulfideAcetate,32,17.7673,0.853226
SulfideAcetate,32,18.478,0.761234
SulfideAcetate,32,19.1887,0.711179
SulfideAcetate,32,19.8994,0.645357
SulfideAcetate,32,20.6101,0.566649
SulfideAcetate,32,21.3208,0.490151
SulfideAcetate,32,22.0314,0.369407
SulfideAcetate,32,22.7421,0.283349
SulfideAcetate,32,23.4528,0.238359
SulfideAcetate,32,24.1635,0.202704
SulfideAcetate,32,24.8742,0.181575
SulfideAcetate,32,25.5849,0.154263
SulfideAcetate,32,26.2956,0.124567
SulfideAcetate,32,27.0063,0.106194
SulfideAcetate,32,27.717,0.0902288
SulfideAcetate,32,28.4277,0.0738665
SulfideAcetate,33,0,0
SulfideAcetate,33,1.13915,0.0599427
SulfideAcetate,33,2.27831,0.834432
SulfideAcetate,33,3.41746,2.8798
SulfideAcetate,33,4.55661,6.35908
SulfideAcetate,33,5.69577,8.82718
SulfideAcetate,33,6.83492,9.71993
SulfideAcetate,33,7.97407,9.80348
SulfideAcetate,33,9.11323,9.39033
SulfideAcetate,33,10.2524,9.11302
SulfideAcetate,33,11.3915,8.7962
SulfideAcetate,33,12.5307,7.92207
SulfideAcetate,33,13.6698,6.53536
SulfideAcetate,33,14.809,4.73563
SulfideAcetate,33,15.9481,3.25549
SulfideAcetate,33,17.0873,2.25481
SulfideAcetate,33,18.2265,1.44781
SulfideAcetate,33,19.3656,1.0373
SulfideAcetate,33,20.5048,0.772278
SulfideAcetate,33,21.6439,0.603033
SulfideAcetate,33,22.7831,0.516976
SulfideAcetate,33,23.9222,0.495626
SulfideAcetate,33,25.0614,0.468906
SulfideAcetate,33,26.2005,0.422284
SulfideAcetate,33,27.3397,0.387561
SulfideAcetate,33,28.4788,0.371818
SulfideAcetate,33,29.618,0.358471
SulfideAcetate,33,30.7571,0.344651
SulfideAcetate,33,31.8963,0.311639
SulfideAcetate,33,33.0354,0.263964
SulfideAcetate,33,34.1746,0.241061
SulfideAcetate,33,35.3138,0.22724
SulfideAcetate,33,36.4529,0.213682
SulfideAcetate,33,37.5921,0.193886
SulfideAcetate,33,38.7312,0.173194
SulfideAcetate,33,39.8704,0.152423
SulfideAcetate,33,41.0095,0.133048
SulfideAcetate,33,42.1487,0.119175
SulfideAcetate,33,43.2878,0.0991147
SulfideAcetate,33,44.427,0.0862679
SulfideAcetate,33,45.5661,0.0703411
SulfideAcetate,34,0,0
SulfideAcetate,34,0.930759,1.36008
SulfideAcetate,34,1.86152,2.81814
SulfideAcetate,34,2.79228,3.90326
SulfideAcetate,34,3.72303,4.60183
SulfideAcetate,34,4.65379,7.41031
SulfideAcetate,34,5.58455,17.1677
SulfideAcetate,34,6.51531,11.8862
SulfideAcetate,34,7.44607,8.10674
SulfideAcetate,34,8.37683,6.26285
SulfideAcetate,34,9.30759,5.51753
SulfideAcetate,34,10.2383,5.00622
SulfideAcetate,34,11.1691,4.80442
SulfideAcetate,34,12.0999,3.84381
SulfideAcetate,34,13.0306,2.79272
SulfideAcetate,34,13.9614,2.14043
SulfideAcetate,34,14.8921,1.69632
SulfideAcetate,34,15.8229,1.41712
SulfideAcetate,34,16.7537,1.24595
SulfideAcetate,34,17.6844,1.09596
SulfideAcetate,34,18.6152,0.996548
SulfideAcetate,34,19.5459,0.92224
SulfideAcetate,34,20.4767,0.794074
SulfideAcetate,34,21.4074,0.644825
SulfideAcetate,34,22.3382,0.522912
SulfideAcetate,34,23.269,0.434135
SulfideAcetate,34,24.1997,0.367343
SulfideAcetate,34,25.1305,0.314953
SulfideAcetate,34,26.0612,0.281681
SulfideAcetate,34,26.992,0.248454
SulfideAcetate,34,27.9228,0.22297
SulfideAcetate,34,28.8535,0.187486
SulfideAcetate,34,29.7843,0.150829
SulfideAcetate,34,30.715,0.137421
SulfideAcetate,34,31.6458,0.123403
SulfideAcetate,34,32.5765,0.104871
SulfideAcetate,34,33.5073,0.0968581
SulfideAcetate,34,34.4381,0.0923211
SulfideAcetate,34,35.3688,0.0918922
SulfideAcetate,34,36.2996,0.0998151
SulfideAcetate,34,37.2303,0.086204
SulfideAcetate,35,0,0
SulfideAcetate,35,1.02328,0.0270962
SulfideAcetate,35,2.04657,0.769407
SulfideAcetate,35,3.06985,1.51231
SulfideAcetate,35,4.09314,1.55496
SulfideAcetate,35,5.11642,2.30214
SulfideAcetate,35,6.1397,5.61552
SulfideAcetate,35,7.16299,7.53461
SulfideAcetate,35,8.18627,9.65939
SulfideAcetate,35,9.20956,12.8559
SulfideAcetate,35,10.2328,13.4428
SulfideAcetate,35,11.2561,10.8981
SulfideAcetate,35,12.2794,8.8071
SulfideAcetate,35,13.3027,6.60582
SulfideAcetate,35,14.326,4.25698
SulfideAcetate,35,15.3493,3.21893
SulfideAcetate,35,16.3725,2.4191
SulfideAcetate,35,17.3958,1.73529
SulfideAcetate,35,18.4191,1.19998
SulfideAcetate,35,19.4424,0.865325
SulfideAcetate,35,20.4657,0.690566
SulfideAcetate,35,21.489,0.584988
SulfideAcetate,35,22.5123,0.528736
SulfideAcetate,35,23.5355,0.444768
SulfideAcetate,35,24.5588,0.355856
SulfideAcetate,35,25.5821,0.280234
SulfideAcetate,35,26.6054,0.218392
SulfideAcetate,35,27.6287,0.175249
SulfideAcetate,35,28.652,0.152815
SulfideAcetate,35,29.6752,0.131952
SulfideAcetate,35,30.6985,0.125564
SulfideAcetate,35,31.7218,0.119331
SulfideAcetate,35,32.7451,0.112763
SulfideAcetate,35,33.7684,0.110291
SulfideAcetate,35,34.7917,0.113639
SulfideAcetate,35,35.8149,0.110832
SulfideAcetate,35,36.8382,0.106144
SulfideAcetate,35,37.8615,0.100606
SulfideAcetate,35,38.8848,0.0941411
SulfideAcetate,35,39.9081,0.0914366
SulfideAcetate,35,40.9314,0.0691312
SulfideAcetate,36,0,0
SulfideAcetate,36,2.03697,3.7114
SulfideAcetate,36,4.07395,17.3826
SulfideAcetate,36,6.11092,28.3885
SulfideAcetate,36,8.14789,20.4954
SulfideAcetate,36,10.1849,9.56239
SulfideAcetate,36,12.2218,6.15388
SulfideAcetate,36,14.2588,3.92265
SulfideAcetate,36,16.2958,2.52943
